category,subcategory,label,prompt,
Poses,HandAct,褪下短裤,shorts_pull,
Poses,HandAct,拉开裙子,skirt_pull,
Poses,HandAct,扯下泳衣,swimsuit_pull,
Poses,HandAct,拉链的拉片,zipper_pull_tab,
Poses,HandAct,拨弄衣服,adjusting_clothes,
Poses,HandAct,扶眼镜,adjusting_eyewear,
Poses,HandAct,拨弄手套,adjusting_gloves,
Poses,HandAct,理头发,adjusting_hair,
Poses,HandAct,整理帽子,adjusting_hat,
Poses,HandAct,拨弄泳衣,adjusting_swimsuit,
Poses,Holding,拿着某物,holding,
Poses,Holding,抱着动物,holding_animal,
Poses,Holding,拉着弓,holding_arrow,
Poses,Holding,握着斧头,holding_axe,
Poses,Holding,提着包,holding_bag,
Poses,Holding,抱着球,holding_ball,
Poses,Holding,提着篮子,holding_basket,
Poses,Holding,捧着书,holding_book,
Poses,Holding,拿着瓶子,holding_bottle,
Poses,Holding,手捧花束,holding_bouquet,
Poses,Holding,拿着弓(武器),holding_bow_(weapon),
Poses,Holding,端着碗,holding_bowl,
Poses,Holding,端着箱子,holding_box,
Poses,Holding,憋气,holding_breath,
Poses,Holding,手持扫帚,holding_broom,
Poses,Holding,手持摄像机,holding_camera,
Poses,Holding,拿着易拉罐,holding_can,
Poses,Holding,手持糖果,holding_candy,
Poses,Holding,手持卡片,holding_card,
Poses,Holding,抱着猫,holding_cat,
Poses,Holding,拿着筷子,holding_chopsticks,
Poses,Holding,手叼香烟,holding_cigarette,
Poses,Holding,拿着衣服,holding_clothes,
Poses,Holding,拿着避孕套,holding_condom,
Poses,Holding,手持杯子,holding_cup,
Poses,Holding,手持匕首,holding_dagger,
Poses,Holding,抱着玩偶,holding_doll,
Poses,Holding,拿着眼镜,holding_eyewear,
Poses,Holding,拿着扇子,holding_fan,
Poses,Holding,手持旗帜,holding_flag,
Poses,Holding,拿着花,holding_flower,
Poses,Holding,拿着食物,holding_food,
Poses,Holding,拿着餐叉,holding_fork,
Poses,Holding,拿着水果,holding_fruit,
Poses,Holding,拿着礼物,holding_gift,
Poses,Holding,拿着枪,holding_gun,
Poses,Holding,牵手,holding_hands,
Poses,Holding,拿着帽子,holding_hat,
Poses,Holding,手里捧着头,holding_head,
Poses,Holding,拿着头盔,holding_helmet,
Poses,Holding,拿着泳圈,holding_innertube,
Poses,Holding,拿着乐器,holding_instrument,
Poses,Holding,拿着刀,holding_knife,
Poses,Holding,拿着叶子,holding_leaf,
Poses,Holding,拿着棒棒糖,holding_lollipop,
Poses,Holding,拿着面具,holding_mask,
Poses,Holding,拿着麦克风,holding_microphone,
Poses,Holding,拿着缝衣针,holding_needle,
Poses,Holding,握着自己的脚,holding_own_foot,
Poses,Holding,手握画笔,holding_paintbrush,
Poses,Holding,拿着纸,holding_paper,
Poses,Holding,握笔,holding_pen,
Poses,Holding,手持铅笔,holding_pencil,
Poses,Holding,拿着手机,holding_phone,
Poses,Holding,抱着枕头,holding_pillow,
Poses,Holding,拿着烟斗,holding_pipe,
Poses,Holding,拿着披萨,holding_pizza,
Poses,Holding,端着碟子,holding_plate,
Poses,Holding,拿着精灵球,holding_poke_ball,
Poses,Holding,抱着宝可梦,holding_pokemon,
Poses,Holding,手持长柄武器,holding_polearm,
Poses,Holding,拎着包袱,holding_sack,
Poses,Holding,手持镰刀,holding_scythe,
Poses,Holding,握着刀鞘,holding_sheath,
Poses,Holding,手持盾牌,holding_shield,
Poses,Holding,拿着鞋子,holding_shoes,
Poses,Holding,手持招牌,holding_sign,
Poses,Holding,手持长矛,holding_spear,
Poses,Holding,拿着汤勺,holding_spoon,
Poses,Holding,手持法杖,holding_staff,
Poses,Holding,手拉着吊带,holding_strap,
Poses,Holding,抱着毛绒玩具,holding_stuffed_animal,
Poses,Holding,手持手写笔,holding_stylus,
Poses,Holding,手持剑,holding_sword,
Poses,Holding,手持注射器,holding_syringe,
Poses,Holding,拿着毛巾,holding_towel,
Poses,Holding,托着盘子,holding_tray,
Poses,Holding,撑伞,holding_umbrella,
Poses,Holding,握着棒子,holding_wand,
Poses,Holding,握着鞭子,holding_whip,
Poses,Holding,单手搂着脖子,arm_around_neck,
Poses,Holding,双手搂着脖子,arms_around_neck,
Poses,Holding,抓着屁股,ass_grab,
Poses,Holding,抓着贫胸,flat_chest_grab,
Poses,Holding,抓住,grabbing,
Poses,Holding,抓着对方屁股,grabbing_anothers_ass,
Poses,Holding,抓着对方的头发,grabbing_anothers_hair,
Poses,Holding,从背后揉胸,grabbing_from_behind,
Poses,Holding,抓着自己的屁股,grabbing_own_ass,
Poses,Holding,抓住XX引入,guided_penetration,
Poses,Holding,抓着头发,hair_grab,
Poses,Holding,抓着腿,leg_grab,
Poses,Holding,抓着领带,necktie_grab,
Poses,Holding,抓着颈部的衣服,neckwear_grab,
Poses,Holding,抓着XX,penis_grab,
Poses,Holding,抓着枕头,pillow_grab,
Poses,Holding,抓着床单,sheet_grab,
Poses,Holding,抓着尾巴,tail_grab,
Poses,Holding,抓着大腿,thigh_grab,
Poses,Holding,抓着躯干,torso_grab,
Poses,Holding,抓着手腕,wrist_grab,
Poses,Touching,遮盖的动作,covering,
Poses,Touching,挡住脸,covering_face,
Poses,Touching,遮着臀部,covering_ass,
Poses,Touching,遮着裆部,covering_crotch,
Poses,Touching,遮住眼睛,covering_eyes,
Poses,Touching,挡住嘴巴,covering_mouth,
Poses,Touching,挡住胸部,covering_nipples,
Poses,Touching,双手放在别人的脸上,hands_on_anothers_,
Poses,Touching,双手放在对方的脸颊上,hands_on_anothers_cheeks,
Poses,Touching,双手放在屁股上,hands_on_ass,
Poses,Touching,双手放在脚上,hands_on_feet,
Poses,Touching,双手碰到头上的饰物,hands_on_headwear,
Poses,Touching,双手搭在刀柄上,hands_on_hilt,
Poses,Touching,双手放在两腿之间,hands_on_lap,
Poses,Touching,双手放在自己的脸上,hands_on_own_face,
Poses,Touching,双手放在自己的脸颊上,hands_on_own_cheeks,
Poses,Touching,双手放在自己的胸口,hands_on_own_chest,
Poses,Touching,双手放在自己的头上,hands_on_own_head,
Poses,Touching,双手放在自己的膝盖上,hands_on_own_knees,
Poses,Touching,双手放在自己的肚子上,hands_on_own_stomach,
Poses,Touching,双手放在自己的大腿上,hands_on_own_thighs,
Poses,Touching,双手放在别人的肩膀上,hands_on_anothers_shoulders,
Poses,Touching,双手叉腰,hands_on_hips,
Poses,Touching,手接触到对方的脸,hand_on_anothers_,
Poses,Touching,手摸着对方的脸颊,hand_on_anothers_cheek,
Poses,Touching,手放在对方的胸前,hand_on_anothers_chest,
Poses,Touching,手托着对方的下巴,hand_on_anothers_chin,
Poses,Touching,手放在对方的头上,hand_on_anothers_head,
Poses,Touching,手放在对方的肩上,hand_on_anothers_shoulder,
Poses,Touching,手放在对方的肚子上,hand_on_anothers_stomach,
Poses,Touching,手放在屁股上,hand_on_ass,
Poses,Touching,手放在头上,hand_on_head,
Poses,Touching,手触碰帽子,hand_on_headwear,
Poses,Touching,手搁在刀柄上,hand_on_hilt,
Poses,Touching,手叉着腰,hand_on_hip,
Poses,Touching,把手放在自己脸上,hand_on_own_,
Poses,Touching,把手放在自己的脸颊上,hand_on_own_cheek,
Poses,Touching,把手放在自己的胸口,hand_on_own_chest,
Poses,Touching,手碰着自己的下巴,hand_on_own_chin,
Poses,Touching,把手放在自己的肚子上,hand_on_own_stomach,
Poses,Touching,手放在肩上,hand_on_shoulder,
Poses,Touching,手放在对方的头发上,hand_in_anothers_hair,
Poses,Touching,手埋在头发里,hand_in_hair,
Poses,Touching,手插在口袋里,hand_in_pocket,
Poses,LegAct,抬一只腿,legs_up,
Poses,LegAct,张腿,spread legs,
Poses,LegAct,两腿并拢,legs_together,
Poses,LegAct,二郎腿,crossed_legs,
Poses,LegAct,M字摆腿,m_legs,
Poses,LegAct,M字摆腿,standing_split,_leg_up
Poses,LegAct,屈膝礼(女仆行礼),curtsy,
Poses,LegAct,双腿之间的手,hand_between_legs,
Poses,LegAct,稍息,open_stance,
Poses,LegAct,挡住关键部位的腿,convenient_leg,
Poses,LegAct,用双腿夹住,leg_lock,
Poses,LegAct,双腿,legs,
Poses,LegAct,双腿抬过头,legs_over_head,
Poses,LegAct,蹲下分开双腿,squatting,open_legs
Poses,LegAct,膝盖合并两脚分开,knees_together_feet_apart,
Poses,LegAct,膝盖上有动物,animal_on_lap,
Poses,LegAct,手放在自己的膝盖上,hand_on_own_knee,
Poses,LegAct,顶起膝盖,knee_up,
Poses,LegAct,膝盖,knees,
Poses,LegAct,膝盖顶到胸部,knees_to_chest,
Poses,LegAct,在膝盖上,on_lap,
Poses,LegAct,坐,sitting,
Poses,LegAct,鸭子坐,wariza,
Poses,LegAct,跨坐,straddling,
Poses,LegAct,侧身坐,yokozuwari,
Poses,LegAct,向后坐,sitting_backwards,
Poses,LegAct,坐在树上,sitting_in_tree,
Poses,LegAct,坐在物体上,sitting_on_xx,
Poses,LegAct,蝴蝶坐,butterfly_sitting,
Poses,LegAct,坐在桌子上,lotus_position,
Poses,LegAct,坐在栏杆上,sitting_on_railing,
Poses,LegAct,坐在石头上,sitting_on_rock,
Poses,LegAct,坐在楼梯上,sitting_on_stairs,
Poses,LegAct,坐在桌子上,sitting_on_table,
Poses,LegAct,坐在水上,sitting_on_water,
Poses,LegAct,坐垫,cushion,
Poses,LegAct,盘腿坐,indian_style,
Poses,LegAct,坐在椅子上,sitting_on_chair,
Poses,LegAct,侧坐在鞍上,sidesaddle,
Poses,LegAct,坐在床上,sitting_on_bed,
Poses,LegAct,坐在课桌上,sitting_on_desk,
Poses,LegAct,坐在大腿上,sitting_on_lap,
Poses,LegAct,坐在人身上,sitting_on_person,
Poses,LegAct,对坐体位,upright_straddle,
Poses,LegAct,蹲下,squatting,
Poses,LegAct,一只膝盖,one_knee,
Poses,LegAct,下跪,kneeling,
Poses,LegAct,四肢着地,all_fours,
Poses,LegAct,凹版姿势,gravure_pose,
Poses,LegAct,踢,kicking,
Poses,LegAct,高踢,high_kick,
Poses,LegAct,泡脚,soaking_feet,
Poses,LegAct,斜倚,reclining,
Poses,LegAct,抱自己的双腿,hugging_own_legs,
Poses,LegAct,裸腿,bare_legs,
Poses,LegAct,(强调)两腿之间,between_legs,
Poses,LegAct,只画了一部分腿,cropped_legs,
Poses,LegAct,KDA组合(英雄联盟),k/da(league_of_legends),
Poses,LegAct,腿部系着带子,leg_belt,
Poses,LegAct,腿毛,leg_hair,
Poses,LegAct,抬起腿,leg_up,
Poses,LegAct,两腿分开,legs_apart,
Poses,LegAct,M字摆腿,lowleg,
Poses,LegAct,机械义足,mechanical_legs,
Poses,LegAct,多足角色,multiple_legs,
Poses,LegAct,没画出腿,no_legs,
Poses,LegAct,裆胯以下裸着,no_legwear,
Poses,LegAct,尾巴蜷到两腿之间,tail_between_legs,
Poses,LegAct,裸足,barefoot,
Poses,LegAct,单脚不在图内,foot_out_of_frame,
Poses,LegAct,脚印,footprints,
Poses,LegAct,脚的画法错误,dirty_feet,
Poses,LegAct,脚,feet,
Poses,LegAct,双脚不在图内,feet_out_of_frame,
Poses,LegAct,翘起脚,feet_up,
Poses,LegAct,脚部作画错误,wrong_feet,
Poses,LegAct,骆驼趾,cameltoe,
Poses,LegAct,萌向的内八腿,pigeon-toed,
Poses,LegAct,踮起脚尖,tiptoes,
Poses,LegAct,趾尖,toe-point,
Poses,LegAct,肢体残缺,amputee,
Poses,LegAct,脚踝丝环,ankle_strap,
Poses,LegAct,脚踝套,ankle_wrap,
Poses,LegAct,交叉脚踝,crossed_ankles,
Poses,LegAct,夹鼻眼镜,pince-nez,
Poses,LegAct,抬腿露X,folded,
Poses,LegAct,肉腿,thick_thighs,
Poses,LegAct,腿上系着东西,thigh_holster,
Poses,OtherAct,胸部互碰,asymmetrical_docking,
Poses,OtherAct,背对背,back-to-back,
Poses,OtherAct,舔X,cunnilingus,
Poses,OtherAct,眼对眼,eye_contact,
Poses,OtherAct,面对另一个,facing_another,
Poses,OtherAct,喂食,feeding,
Poses,OtherAct,手指伸进别人嘴里,finger_in_anothers_mouth,
Poses,OtherAct,指法,fingering,
Poses,OtherAct,法国之吻,french_kiss,
Poses,OtherAct,递,giving,
Poses,OtherAct,臀推,grinding,
Poses,OtherAct,猥亵,groping,
Poses,OtherAct,牵手,holding_hands,
Poses,OtherAct,拥抱,hug,
Poses,OtherAct,即将接吻,imminent_kiss,
Poses,OtherAct,递食物,incoming_food,
Poses,OtherAct,递礼物,incoming_gift,
Poses,OtherAct,紧扣的双手,interlocked_fingers,
Poses,OtherAct,壁咚,Kabedon,
Poses,OtherAct,膝枕,lap_pillow,
Poses,OtherAct,舔XX,licking_penis,
Poses,OtherAct,长舌头,long_tongue,
Poses,OtherAct,掏耳勺,mimikaki,
Poses,OtherAct,伸出舌头,oral_invitation,
Poses,OtherAct,公主抱,princess_carry,
Poses,OtherAct,共浴,shared_bathing,
Poses,OtherAct,共享食物,shared_food,
Poses,OtherAct,坐在头上,sitting_on_head,
Poses,OtherAct,坐在肩膀上,sitting_on_shoulder,
Poses,OtherAct,掌掴,slapping,
Poses,OtherAct,打屁股,spanking,
Poses,OtherAct,雪中打伞的恋人梗,special_feeling_(meme),
Poses,OtherAct,胸挤胸,symmetrical_docking,
Poses,OtherAct,舌头,tongue,
Poses,OtherAct,吐舌头,tongue_out,
Poses,OtherAct,小舌头,uvula,
Poses,OtherAct,咬耳朵,ear_biting,
Poses,OtherAct,混浴,mixed_bathing,
Image,Quality,格子的,checkered,
Image,Quality,低分辨率的,lowres,
Image,Quality,高分辨率的,highres,
Image,Quality,超高分辨率的,absurdres,
Image,Quality,极高分辨率的,incredibly absurdres,
Image,Quality,超级高分辨率,huge filesize,
Image,Quality,壁纸,wallpaper,
Image,Quality,点阵图,pixel art,
Image,Quality,单色图片,monochrome,
Image,Quality,色彩斑斓的,colorful,
Image,Quality,模糊的,blurry,
Image,Quality,清晰的,clear,
Image,Quality,锐利的,sharp,
Image,Quality,细腻的,detailed,
Image,Quality,粗糙的,rough,
Image,Quality,颗粒感的,grainy,
Image,Quality,平滑的,smooth,
Image,Quality,失真的,distorted,
Image,Quality,压缩过的,compressed,
Image,Quality,高清的,high definition (HD),
Image,Quality,超高清的,ultra high definition (UHD),
Image,Quality,标清的,standard definition (SD),
Image,Quality,4K的,4K,
Image,Quality,8K的,8K,
Image,Quality,HDR的,HDR,
Image,Quality,暗淡的,dark,
Image,Quality,明亮的,bright,
Image,Quality,对比度高的,high contrast,
Image,Quality,对比度低的,low contrast,
Image,Quality,饱和度高的,high saturation,
Image,Quality,饱和度低的,low saturation,
Image,Quality,色彩丰富的,rich color,
Image,Quality,色彩单调的,monochromatic,
Image,Quality,噪点多的,noisy,
Image,Quality,噪点少的,low noise,
Image,Quality,过曝的,overexposed,
Image,Quality,曝光不足的,underexposed,
Image,Quality,色彩鲜艳的,vivid,
Image,Quality,色彩柔和的,soft,
Image,Quality,自然真实的,natural,
Image,Quality,人工渲染的,artificial,
Image,Quality,电影质感的,cinematic,
Image,Quality,卡通渲染的,cartoonish,
Image,ArtStyle,原画,artbook,
Image,ArtStyle,游戏CG,game cg,
Image,ArtStyle,漫画,comic,
Image,ArtStyle,四格漫画,4koma,
Image,ArtStyle,GIF格式图片,animated gif,
Image,ArtStyle,抱枕,dakimakura,
Image,ArtStyle,角色扮演,cosplay,
Image,ArtStyle,穿越,crossover,
Image,ArtStyle,黑暗,dark,
Image,ArtStyle,明亮,light,
Image,ArtStyle,猎奇,guro,
Image,ArtStyle,写实,realistic,
Image,ArtStyle,照片,photo,
Image,ArtStyle,真实,real,
Image,ArtStyle,拍立得,polaroid,
Image,ArtStyle,风景,landscape,
Image,ArtStyle,城市风景,cityscape,
Image,ArtStyle,科幻,science fiction,
Image,ArtStyle,原创,original,
Image,ArtStyle,拙劣的模仿,parody,
Image,ArtStyle,拟人,personification,
Image,ArtStyle,视觉错误,optical illusion,
Image,ArtStyle,名画模仿,fine art parody,
Image,ArtStyle,素描,sketch,
Image,ArtStyle,手绘,traditional media,
Image,ArtStyle,透明水彩,watercolor (medium),
Image,ArtStyle,剪影,silhouette,
Image,ArtStyle,封面,cover,
Image,ArtStyle,专辑,album,
Image,ArtStyle,图上有字样,sample,
Image,ArtStyle,背影像,back,
Image,ArtStyle,半身像,bust,
Image,ArtStyle,侧面图,profile,
Image,ArtStyle,表情图,expressions,
Image,ArtStyle,主要人物集齐,everyone,
Image,ArtStyle,列图组成大图,column lineup,
Image,ArtStyle,透明背景,transparent background,
Image,ArtStyle,简单背景,simple background,
Image,ArtStyle,渐变背景,gradient background,
Image,ArtStyle,放大背景,zoom layer,
Image,ArtStyle,8bit游戏,8 Bit Game,
Image,ArtStyle,80年代动画,1980s anime,
Image,ArtStyle,迪士尼电影,disney movie,
Image,ArtStyle,哥特,goth,
Image,ArtStyle,80年代电影,80s movie,
Image,ArtStyle,泡泡龙,bubble bobble,
Image,ArtStyle,皮克斯风格,style of Pixar,
Image,ArtStyle,宝丽来艺术,Polaroid art,
Image,ArtStyle,万花筒摄影,Kaleidoscope Photography,
Image,ArtStyle,欧泊渲染,opal render,
Image,ArtStyle,色谱图,chemigram,
Image,ArtStyle,吉卜力风格,Studio Ghibli,
Image,ArtStyle,梦幻,dreamlike,
Image,ArtStyle,签绘风格,(faux traditional media),
Image,ArtStyle,原神,genshin impact,
Image,ArtStyle,碧蓝航线,azur lane,
Image,ArtStyle,舰队收藏,kantai collection,
Image,ArtStyle,赛博朋克边缘行者,rebecca (cyberpunk),
Image,ArtStyle,电锯人,chainsaw man,
Image,ArtStyle,魔法旋涡,Magic Vortex,
Image,ArtStyle,柴油朋克,((dieselpunk)),
Image,ArtStyle,杂志扫描,magazine scan,
Image,ArtStyle,专辑封面,album cover,
Image,ArtStyle,粗线条,(lineart),
Image,ArtStyle,蒸汽波,synthwave,
Image,ArtStyle,洛可可,(lococo),
Image,Medium,3D打印,3d Printing art of,
Image,Medium,亚克力涂料,Acrylic Paint art of,
Image,Medium,喷枪,Airbrush art of,
Image,Medium,算法艺术,Algorithmic art of,
Image,Medium,动画,Animation art of,
Image,Medium,艺术玻璃,Art Glass art of,
Image,Medium,拼贴艺术,Assemblage art of,
Image,Medium,增强现实艺术,Augmented Reality art of,
Image,Medium,蜡染,Batik art of,
Image,Medium,珠子工艺,Beadwork art of,
Image,Medium,身体绘画,Body Painting art of,
Image,Medium,装订,Bookbinding art of,
Image,Medium,青铜,Bronze art of,
Image,Medium,书法,Calligraphy art of,
Image,Medium,铸造纸,Cast Paper art of,
Image,Medium,陶瓷,Ceramics art of,
Image,Medium,粉笔,Chalk art of,
Image,Medium,炭笔,Charcoal art of,
Image,Medium,黏土,Clay art of,
Image,Medium,拼贴,Collage art of,
Image,Medium,凹版印刷,Collagraphy art of,
Image,Medium,彩色铅笔,Colored Pencil art of,
Image,Medium,计算机生成图像 (cgi),Computer-generated Imagery (cgi) art of,
Image,Medium,观念艺术,Conceptual art of,
Image,Medium,铜蚀刻,Copper Etching art of,
Image,Medium,钩针编织,Crochet art of,
Image,Medium,剪纸,Decoupage art of,
Image,Medium,数字马赛克,Digital Mosaic art of,
Image,Medium,数字绘画,Digital Painting art of,
Image,Medium,数字雕塑,Digital Sculpture art of,
Image,Medium,立体模型,Diorama art of,
Image,Medium,刺绣,Embroidery art of,
Image,Medium,搪瓷,Enamel art of,
Image,Medium,热蜡画,Encaustic Painting art of,
Image,Medium,环境艺术,Environmental art of,
Image,Medium,蚀刻,Etching art of,
Image,Medium,织物,Fabric art of,
Image,Medium,毡制,Felting art of,
Image,Medium,纤维,Fiber art of,
Image,Medium,泡沫雕刻,Foam Carving art of,
Image,Medium,发现物品,Found Objects art of,
Image,Medium,湿壁画,Fresco art of,
Image,Medium,玻璃,Glass art of,
Image,Medium,故障艺术,Glitch art of,
Image,Medium,金箔,Gold Leaf art of,
Image,Medium,水粉画,Gouache art of,
Image,Medium,涂鸦,Graffiti art of,
Image,Medium,石墨铅笔,Graphite Pencil art of,
Image,Medium,冰,Ice art of,
Image,Medium,水墨画,Ink Wash Painting art of,
Image,Medium,装置艺术,Installation art of,
Image,Medium,凹版印刷,Intaglio Printing art of,
Image,Medium,互动媒体,Interactive Media art of,
Image,Medium,动感艺术,Kinetic art of,
Image,Medium,编织,Knitting art of,
Image,Medium,土地艺术,Land art of,
Image,Medium,皮革,Leather art of,
Image,Medium,透视印刷,Lenticular Printing art of,
Image,Medium,光投影,Light Projection art of,
Image,Medium,石版画,Lithography art of,
Image,Medium,结艺,Macrame art of,
Image,Medium,大理石,Marble art of,
Image,Medium,金属,Metal art of,
Image,Medium,金属点,Metalpoint art of,
Image,Medium,微型画,Miniature Painting art of,
Image,Medium,混合媒介,Mixed Media art of,
Image,Medium,单版印刷,Monotype Printing art of,
Image,Medium,马赛克瓷砖艺术,Mosaic Tile art of,
Image,Medium,马赛克,Mosaic art of,
Image,Medium,霓虹,Neon art of,
Image,Medium,油画,Oil Paint art of,
Image,Medium,折纸,Origami art of,
Image,Medium,造纸,Papermaking art of,
Image,Medium,纸浆工艺,Papier-mâché art of,
Image,Medium,粉彩,Pastel art of,
Image,Medium,钢笔与墨水,Pen And Ink art of,
Image,Medium,表演艺术,Performance art of,
Image,Medium,摄影,Photography art of,
Image,Medium,照片拼贴,Photomontage art of,
Image,Medium,石膏,Plaster art of,
Image,Medium,塑料艺术,Plastics art of,
Image,Medium,聚合物粘土,Polymer Clay art of,
Image,Medium,版画,Printmaking art of,
Image,Medium,木偶戏,Puppetry art of,
Image,Medium,烧灼艺术,Pyrography art of,
Image,Medium,卷边,Quilling art of,
Image,Medium,拼布艺术,Quilt art of,
Image,Medium,回收艺术,Recycled art of,
Image,Medium,浮雕印刷,Relief Printing art of,
Image,Medium,树脂,Resin art of,
Image,Medium,反向玻璃画,Reverse Glass Painting art of,
Image,Medium,沙,Sand art of,
Image,Medium,刮画艺术,Scratchboard art of,
Image,Medium,丝网印刷,Screen Printing art of,
Image,Medium,雕刻艺术,Scrimshaw art of,
Image,Medium,雕塑焊接,Sculpture Welding art of,
Image,Medium,亮片艺术,Sequin art of,
Image,Medium,丝绸绘画,Silk Painting art of,
Image,Medium,银点,Silverpoint art of,
Image,Medium,声音艺术,Sound art of,
Image,Medium,喷漆,Spray Paint art of,
Image,Medium,彩绘玻璃,Stained Glass art of,
Image,Medium,模板,Stencil art of,
Image,Medium,石头,Stone art of,
Image,Medium,挂毯,Tapestry art of,
Image,Medium,纹身艺术,Tattoo art of,
Image,Medium,蛋彩画,Tempera art of,
Image,Medium,陶土,Terra-cotta art of,
Image,Medium,纺织艺术,Textile art of,
Image,Medium,视频艺术,Video art of,
Image,Medium,虚拟现实艺术,Virtual Reality art of,
Image,Medium,水彩,Watercolor art of,
Image,Medium,蜡,Wax art of,
Image,Medium,编织,Weaving art of,
Image,Medium,铁丝雕塑,Wire Sculpture art of,
Image,Medium,木材,Wood art of,
Image,Medium,木刻,Woodcut art of,
Image,School,抽象表现主义,Abstract Expressionism art,
Image,School,抽象幻觉主义,Abstract Illusionism art,
Image,School,学院艺术,Academic art,
Image,School,迷幻艺术,Acid art,
Image,School,行为绘画,Action Painting art,
Image,School,分析立体主义,Analytic Cubism art,
Image,School,挪用艺术,Appropriation art,
Image,School,阿拉伯式花纹,Arabesque art,
Image,School,艺术装饰,Art Deco art,
Image,School,非定形艺术,Art Informel art,
Image,School,新艺术运动,Art Nouveau art,
Image,School,艺术摄影,Art Photography art,
Image,School,艺术与语言,Art and Language art,
Image,School,贫穷艺术,Arte Povera art,
Image,School,垃圾箱画派,Ashcan School art,
Image,School,自动主义,Automatism art,
Image,School,巴洛克,Baroque art,
Image,School,包豪斯,Bauhaus art,
Image,School,生物艺术,Bio art,
Image,School,野兽派,Brutalism art,
Image,School,拜占庭式,Byzantine art,
Image,School,书法涂鸦,Calligraffiti art,
Image,School,明暗对比法,Chiaroscuro art,
Image,School,古典主义,Classicism art,
Image,School,分隔主义,Cloisonnism art,
Image,School,色域绘画,Color Field art,
Image,School,电脑艺术,Computer art,
Image,School,概念艺术,Conceptual art,
Image,School,构成主义,Constructivism art,
Image,School,当代艺术,Contemporary art,
Image,School,立体主义,Cubism art,
Image,School,达达主义,Dadaism art,
Image,School,数据主义,Dataism art,
Image,School,风格派,De Stijl art,
Image,School,数字艺术,Digital art,
Image,School,分裂主义,Divisionism art,
Image,School,环境艺术,Environmental art,
Image,School,表现主义,Expressionism art,
Image,School,野兽派,Fauvism art,
Image,School,女权主义艺术,Feminist art,
Image,School,民间艺术,Folk art,
Image,School,未来主义,Futurism art,
Image,School,生成艺术,Generative art,
Image,School,故障艺术,Glitch art,
Image,School,工笔画,Gongbi art,
Image,School,哥特式,Gothic art,
Image,School,涂鸦艺术,Graffiti art,
Image,School,具体派,Gutai Group art,
Image,School,触觉艺术,Haptic art,
Image,School,硬边绘画,Hard-edge Painting art,
Image,School,超现实主义,Hyperrealism art,
Image,School,印象派,Impressionism art,
Image,School,装置艺术,Installation art,
Image,School,亲密主义,Intimism art,
Image,School,意大利未来主义,Italian Futurism art,
Image,School,日本主义,Japonism art,
Image,School,动态艺术,Kinetic art,
Image,School,刻奇,Kitsch art,
Image,School,大地艺术,Land art,
Image,School,字母主义,Lettrism art,
Image,School,文人画,Literati Painting art,
Image,School,低俗艺术,Lowbrow art,
Image,School,光亮主义,Luminism art,
Image,School,抒情抽象,Lyrical Abstraction art,
Image,School,魔幻现实主义,Magic Realism art,
Image,School,邮件艺术,Mail art,
Image,School,风格主义,Mannerism art,
Image,School,中世纪,Medieval art,
Image,School,形而上学绘画,Metaphysical Painting art,
Image,School,民艺(日本民间艺术),Mingei (Japanese Folk Art) art,
Image,School,极简主义,Minimalism art,
Image,School,现代艺术,Modern art,
Image,School,物派,Mono-ha art,
Image,School,单色主义,Monochromism art,
Image,School,壁画主义,Muralism art,
Image,School,叙事艺术,Narrative art,
Image,School,素朴派,Naïve art,
Image,School,新达达主义,Neo-Dada art,
Image,School,新野兽派,Neo-Fauvism art,
Image,School,新具象艺术,Neo-Figurative art,
Image,School,新造型主义,Neo-Plasticism art,
Image,School,新浪漫主义,Neo-Romanticism art,
Image,School,新表现主义,Neo-expressionism art,
Image,School,新古典主义,Neoclassicism art,
Image,School,新莱比锡画派,New Leipzig School art,
Image,School,新媒体艺术,New Media art,
Image,School,新客观主义,New Objectivity art,
Image,School,日本画(日本传统绘画),Nihonga (Japanese traditional painting) art,
Image,School,欧普艺术,Op art,
Image,School,奥费主义,Orphism art,
Image,School,超黑,Outrenoir art,
Image,School,局外人艺术,Outsider art,
Image,School,行为艺术,Performance art,
Image,School,照相写实主义,Photorealism art,
Image,School,像素艺术,Pixel art,
Image,School,点彩派,Pointillism art,
Image,School,波普艺术,Pop art,
Image,School,后印象派,Post-Impressionism art,
Image,School,后绘画抽象,Post-Painterly Abstraction art,
Image,School,前拉斐尔派,Pre-Raphaelite Brotherhood art,
Image,School,精确主义,Precisionism art,
Image,School,原始艺术,Primitive art,
Image,School,迷幻艺术,Psychedelic art,
Image,School,纯粹主义,Purism art,
Image,School,现实主义,Realism art,
Image,School,地方主义,Regionalism art,
Image,School,文艺复兴,Renaissance art,
Image,School,洛可可,Rococo art,
Image,School,浪漫主义,Romanticism art,
Image,School,俄罗斯未来主义,Russian Futurism art,
Image,School,情境主义,Situationism art,
Image,School,社会现实主义,Social Realism art,
Image,School,社会主义现实主义,Socialist Realism art,
Image,School,声音艺术,Sound art,
Image,School,空间主义,Spatialism art,
Image,School,光谱主义,Spectralism art,
Image,School,街头艺术,Street art,
Image,School,呆滞主义,Stuckism art,
Image,School,超扁平,Superflat art,
Image,School,至上主义,Suprematism art,
Image,School,超现实主义,Surrealism art,
Image,School,象征主义,Symbolism art,
Image,School,同步主义,Synchromism art,
