category,subcategory,label,prompt,
Clothing,Armor,腹当(日式下半盔甲),kusazuri,
Clothing,Armor,动力装甲,power_armor,
Clothing,Armor,机甲,mecha,
Clothing,Armor,头盔,helmet,
Clothing,Armor,头盔(日式),kabuto,
Clothing,Armor,無肩甲盔甲,off-shoulder_armor,
Clothing,Armor,肩甲,shoulder_armor,
Clothing,Armor,日本弓道護胸甲,muneate,
Clothing,Armor,胸甲,breastplate,
Clothing,Armor,腹甲,faulds,
Clothing,Armor,胫甲,greaves,
Clothing,Armor,胫甲,shin_guards,
Clothing,Armor,装甲靴,armored_boots,
Clothing,Armor,皮革盔甲,leather_armor,
Clothing,Armor,锁子甲,chainmail,
Clothing,Armor,鳞甲,scale_armor,
Clothing,Armor,环状甲,lamellar_armor,
Clothing,Armor,布面甲,padded_armor,
Clothing,Armor,罗马盔甲,roman_armor,
Clothing,Armor,希腊盔甲,greek_armor,
Clothing,Armor,中世纪盔甲,medieval_armor,
Clothing,Armor,骑士盔甲,knightly_armor,
Clothing,Armor,哥特式盔甲,gothic_armor,
Clothing,Armor,文艺复兴时期盔甲,renaissance_armor,
Clothing,Armor,维京盔甲,viking_armor,
Clothing,Armor,英格兰盔甲,english_armor,
Clothing,Armor,法国盔甲,french_armor,
Clothing,Armor,德国盔甲,german_armor,
Clothing,Armor,西班牙盔甲,spanish_armor,
Clothing,Armor,伊斯兰盔甲,islamic_armor,
Clothing,Armor,突厥盔甲,turkic_armor,
Clothing,Armor,蒙古盔甲,mongolian_armor,
Clothing,Armor,盾牌,shield,
Clothing,Armor,护手,gauntlet,
Clothing,Armor,明代盔甲,ming_dynasty_armor,
Clothing,Armor,清代盔甲,qing_dynasty_armor,
Clothing,Armor,唐代盔甲,tang_dynasty_armor,
Clothing,Armor,宋代盔甲,song_dynasty_armor,
Clothing,Armor,战国时期盔甲,warring_states_armor,
Clothing,Armor,汉代盔甲,han_dynasty_armor,
Clothing,Armor,鱼鳞甲,fish_scale_armor,
Clothing,Armor,札甲,zhajia,
Clothing,Armor,山文甲,shanwenjia,
Clothing,Armor,铠甲,kaijia,
Clothing,Armor,明光铠,mingguang_armor,
Clothing,Armor,锁子甲(中国),chinese_chainmail,
Clothing,Skirt,连衣裙,dress,
Clothing,Skirt,微型连衣裙,microdress,
Clothing,Skirt,长连衣裙,long_dress,
Clothing,Skirt,露肩连衣裙,off-shoulder_dress,
Clothing,Skirt,无肩带连衣裙,strapless_dress,
Clothing,Skirt,露背连衣裙,backless_dress,
Clothing,Skirt,绕颈露背吊带裙,halter_dress,
Clothing,Skirt,吊带连衣裙,sundress,
Clothing,Skirt,无袖连衣裙,sleeveless_dress,
Clothing,Skirt,水手服款裙子,sailor_dress,
Clothing,Skirt,夏日长裙,summer_dress,
Clothing,Skirt,中国服饰,china_dress,
Clothing,Skirt,围裙连衣裙,pinafore_dress,
Clothing,Skirt,套头连衣裙,sweater_dress,
Clothing,Skirt,婚纱,wedding_dress,
Clothing,Skirt,战甲裙,armored_dress,
Clothing,Skirt,花边连衣裙,frilled_dress,
Clothing,Skirt,蕾丝边连衣裙,lace-trimmed_dress,
Clothing,Skirt,有领连衣裙,collared_dress,
Clothing,Skirt,毛皮镶边连衣裙,fur-trimmed_dress,
Clothing,Skirt,分层连衣裙,layered_dress,
Clothing,Skirt,百褶连衣裙,pleated_dress,
Clothing,Skirt,绷紧的连衣裙,taut_dress,
Clothing,Skirt,铅笔裙,pencil_dress,
Clothing,Skirt,过分紧身的衣服,impossible_dress,
Clothing,Skirt,多色款连衣裙,multicolored_dress,
Clothing,Skirt,条纹连衣裙,striped_dress,
Clothing,Skirt,格子裙,checkered_skirt,
Clothing,Skirt,格子连衣裙,plaid_dress,
Clothing,Skirt,罗纹连衣裙,ribbed_dress,
Clothing,Skirt,波点连衣裙,polka_dot_dress,
Clothing,Skirt,印花连衣裙,print_dress,
Clothing,Skirt,竖条纹连衣裙,vertical-striped_dress,
Clothing,Skirt,透视连衣裙,see-through_dress,
Clothing,Skirt,短裙,skirt,
Clothing,Skirt,超短裙,microskirt,
Clothing,Skirt,迷你裙,miniskirt,
Clothing,Skirt,正装短裙,skirt_suit,
Clothing,Skirt,比基尼裙,bikini_skirt,
Clothing,Skirt,百褶裙,pleated_skirt,
Clothing,Skirt,短铅笔裙,pencil_skirt,
Clothing,Skirt,蓬蓬裙,bubble_skirt,
Clothing,Skirt,芭蕾舞裙,tutu,
Clothing,Skirt,蓬蓬裙(礼服),ballgown,
Clothing,Skirt,蓬蓬裙(儿童),pettiskirt,
Clothing,Skirt,展会女郎装束,showgirl_skirt,
Clothing,Skirt,中等长裙子,Medium length skirt,
Clothing,Skirt,皮带裙,beltskirt,
Clothing,Skirt,牛仔裙,denim_skirt,
Clothing,Skirt,吊带裙,suspender_skirt,
Clothing,Skirt,与上衣搭配的短裙,skirt_set,
Clothing,Skirt,长裙,long_skirt,
Clothing,Skirt,夏日长裙,summer_long_skirt,
Clothing,Skirt,外裙,overskirt,
Clothing,Skirt,袴裙,hakama_skirt,
Clothing,Skirt,高腰裙,high-waist_skirt,
Clothing,Skirt,和服裙,kimono_skirt,
Clothing,Skirt,背带裙,suspender_long_skirt,
Clothing,Skirt,雪纺裙,chiffon_skirt,
Clothing,Skirt,花边裙子,frilled_skirt,
Clothing,Skirt,毛皮镶边短裙,fur-trimmed_skirt,
Clothing,Skirt,蕾丝短裙,lace_skirt,
Clothing,Skirt,蕾丝边短裙,lace-trimmed_skirt,
Clothing,Skirt,缎带饰边短裙,ribbon-trimmed_skirt,
Clothing,Skirt,分层的半裙,layered_skirt,
Clothing,Skirt,印花短裙,print_skirt,
Clothing,Skirt,多色款裙子,multicolored_skirt,
Clothing,Skirt,条纹裙,striped_skirt,
Clothing,Skirt,竖条纹裙子,vertical-striped_skirt,
Clothing,Skirt,格子呢短裙,plaid_skirt,
Clothing,Skirt,伞裙,flared_skirt,
Clothing,Skirt,碎花裙,floral_skirt,
Clothing,Skirt,优雅地提着裙子,skirt_hold,
Clothing,Skirt,扯住裙摆,skirt_tug,
Clothing,Skirt,压住裙摆,dress_tug,
Clothing,Skirt,掀起裙子,skirt_lift,
Clothing,Skirt,一条腿上挂着短裙,skirt_around_one_leg,
Clothing,Skirt,脱下的短裙,skirt_removed,
Clothing,Skirt,脱下裙子,dress_removed,
Clothing,Skirt,敞开的裙子,open_skirt,
Clothing,Skirt,连衣裙上的蝴蝶结,dress_bow,
Clothing,Skirt,穿裙子,dressing_another,
Clothing,Skirt,短裙里穿着短裤,shorts_under_skirt,
Clothing,Pants,侧开衩,side_slit,
Clothing,Pants,短裤,shorts,
Clothing,Pants,小尺寸短裤,micro_shorts,
Clothing,Pants,热裤,short_shorts,
Clothing,Pants,热裤,hot_pants,
Clothing,Pants,热裤,cutoffs,
Clothing,Pants,条纹短裤,striped_shorts,
Clothing,Pants,吊带短裤,suspender_shorts,
Clothing,Pants,牛仔短裤,denim_shorts,
Clothing,Pants,蓬蓬的短裤,puffy_shorts,
Clothing,Pants,海豚短裤(真理裤),dolphin_shorts,
Clothing,Pants,海豚短裤(真理裤),dolfin_shorts,
Clothing,Pants,紧身裤,tight_pants,
Clothing,Pants,无裆裤(紧身),crotchless_pants,
Clothing,Pants,运动裤,track_pants,
Clothing,Pants,瑜伽裤,yoga_pants,
Clothing,Pants,自行车短裤,bike_shorts,
Clothing,Pants,体操短裤,gym_shorts,
Clothing,Pants,长裤,pants,
Clothing,Pants,蓬松裤,puffy_pants,
Clothing,Pants,南瓜裤,pumpkin_pants,
Clothing,Pants,袴裤,hakama_pants,
Clothing,Pants,哈伦裤,harem_pants,
Clothing,Pants,灯笼裤,bloomers,
Clothing,Pants,女式灯笼裤,buruma,
Clothing,Pants,牛仔裤,jeans,
Clothing,Pants,工装裤,cargo_pants,
Clothing,Pants,迷彩裤,camouflage_pants,
Clothing,Pants,七分裤,capri_pants,
Clothing,Pants,皮套裤(上宽下窄),chaps,
Clothing,Pants,(尤指女式)连衫裤,jumpsuit,
Clothing,Pants,低腰裤子,lowleg_pants,
Clothing,Pants,格子呢裤子,plaid_pants,
Clothing,Pants,单边长裤,single_pantsleg,
Clothing,Pants,条纹裤,striped_pants,
Clothing,Pants,西裤,dress pants,
Clothing,Pants,长裤,trousers,
Clothing,Pants,阔腿裤,culotte pants,
Clothing,Pants,慢跑裤,joggers,
Clothing,Pants,卡其裤,chino pants,
Clothing,Pants,灯芯绒裤,corduroy pants,
Clothing,Pants,运动裤,sweatpants,
Clothing,Pants,纸袋裤,paper bag pants,
Clothing,Pants,宫廷裤,Palazzo pants,
Clothing,Pants,工装短裤,cargo shorts,
Clothing,Pants,徒步裤,hiking pants,
Clothing,Pants,骑马裤,riding pants,
Clothing,Pants,喇叭裤,flared pants,
Clothing,Pants,微喇裤,bootcut pants,
Clothing,Pants,喇叭裤,bell bottoms,
Clothing,Pants,宽腿裤,wide-leg pants,
Clothing,Pants,直筒裤,straight-leg pants,
Clothing,Pants,紧身裤,skinny pants,
Clothing,Pants,男友牛仔裤,boyfriend jeans,
Clothing,Pants,妈妈牛仔裤,mom jeans,
Clothing,Pants,高腰裤,high-waisted pants,
Clothing,Pants,低腰裤,low-waisted pants,
Clothing,Pants,连体裤,overall pants,
Clothing,Pants,不对称的裤子,asymmetrical_legwear,
Clothing,Pants,把连衣裤裆部剥到一边,leotard_aside,
Clothing,Pants,解开的裤子拉链,open_fly,
Clothing,Pants,褪下裤子,pants_down,
Clothing,Pants,裤子卷起来,pants_rolled_up,
Clothing,Pants,裤子塞进去,pants_tucked_in,
Clothing,Pants,破损的牛仔裤,torn_jeans,
Clothing,Pants,破损的裤子,torn_pants,
Clothing,Pants,破损的短裤,torn_shorts,
Clothing,Socks,全身袜,bodystocking,
Clothing,Socks,连裤袜,pantyhose,
Clothing,Socks,裤袜,leggings,
Clothing,Socks,裤袜(泛指裤袜或长筒袜),legwear,
Clothing,Socks,长筒袜(过膝高筒袜),thighhighs,
Clothing,Socks,中筒袜,kneehighs,
Clothing,Socks,短袜,socks,
Clothing,Socks,裸腿,bare_legs,
Clothing,Socks,连体黑丝,black_bodystocking,
Clothing,Socks,连体白丝,white_bodystocking,
Clothing,Socks,衣服下的袜子,stocking_under_clothes,
Clothing,Socks,黑丝裤袜,black_pantyhose,
Clothing,Socks,白丝裤袜,white_pantyhose,
Clothing,Socks,有腿环的裤袜,thighband_pantyhose,
Clothing,Socks,紧致的裤袜(勾勒出线条),pantylines,
Clothing,Socks,单边穿着连裤袜,single_leg_pantyhose,
Clothing,Socks,裤袜里的内裤,panties_under_pantyhose,
Clothing,Socks,网袜(材质),fishnets,
Clothing,Socks,渔网袜,stirrup_legwear,
Clothing,Socks,露趾袜,toeless_legwear,
Clothing,Socks,双色裤袜,mismatched_legwear,
Clothing,Socks,双色裤袜,two-tone_legwear,
Clothing,Socks,不对称裤袜,asymmetrical_legwear,
Clothing,Socks,长短袜,uneven_legwear,
Clothing,Socks,白色长筒袜,white_thighhighs,
Clothing,Socks,黑色长筒袜,black_thighhighs,
Clothing,Socks,粉色长筒袜,pink_thighhighs,
Clothing,Socks,吊带袜,suspenders,
Clothing,Socks,腰带(吊带袜的),garter_straps,
Clothing,Socks,破损的裤袜,torn_legwear,
Clothing,Socks,损坏了的长筒袜,torn_thighhighs,
Clothing,Socks,透明的袜子,see-through_legwear_,
Clothing,Socks,花边袜,frilled_legwear,
Clothing,Socks,蕾边袜丝,lace-trimmed_legwear,
Clothing,Socks,有接缝的袜,seamed_legwear,
Clothing,Socks,中间有一条黑线的袜子,back-seamed_legwear,
Clothing,Socks,动物耳朵过膝袜,animal_ear_legwear,
Clothing,Socks,横条纹袜,striped_legwear,
Clothing,Socks,竖条纹袜,vertical-striped_legwear,
Clothing,Socks,圆斑袜,polka_dot_legwear,
Clothing,Socks,印花袜,print_legwear,
Clothing,Socks,短裤穿在袜子外,legwear_under_shorts,
Clothing,Socks,过膝袜,over-kneehighs,
Clothing,Socks,鲍比袜(白短袜),bobby_socks,
Clothing,Socks,日式厚底短袜(足袋),tabi,
Clothing,Socks,泡泡袜,loose_socks,
Clothing,Socks,踝袜,ankle_socks,
Clothing,Socks,暖腿袜,leg_warmers,
Clothing,Socks,单短袜,single_sock,
Clothing,Socks,横条短袜,striped_socks,
Clothing,Socks,含菱形花纹的裤袜,argyle_legwear,
Clothing,Socks,带蝴蝶结的裤袜,bow_legwear,
Clothing,Socks,袜带,garters,
Clothing,Socks,腿环,leg_garter,
Clothing,Socks,吊带袜的吊带,garter_straps,
Clothing,Socks,大腿绑带,thigh_strap,
Clothing,Socks,大腿缎带,thigh_ribbon,
Clothing,Socks,腿锻带,leg_ribbon,
Clothing,Socks,腿上的绷带,bandaid_on_leg,
Clothing,Socks,包扎过的腿,bandaged_leg,
Clothing,Socks,脚踝系带,ankle_lace-up,
Clothing,Socks,大腿皮套,thigh_holster,
Clothing,Socks,膝盖上的创可贴,bandaid_on_knee,
Clothing,Socks,袜子有开口,leg_cutout,
Clothing,Socks,靴子穿在袜子外面,thighhighs_under_boots,
Clothing,Socks,整理裤袜,adjusting_legwear,
Clothing,Socks,褪下的裤袜,pantyhose_pull,
Clothing,Socks,脱袜子,socks_removed,
Clothing,Socks,拉着袜子(短袜),sock_pull,
Clothing,Socks,拉着袜子(长袜),thighhighs_pull,
Clothing,Material,装甲的,armored,
Clothing,Material,帆布的,canvas,
Clothing,Material,牛仔布的,denim,
Clothing,Material,毛茸茸的,fluffy,
Clothing,Material,毛皮的,fur,
Clothing,Material,乳胶的,latex,
Clothing,Material,皮革的,leather,
Clothing,Material,透明的,see-through,
Clothing,Material,弹性纤维的,spandex,
Clothing,Material,紧身的,tight,
Clothing,Material,丝绸的,silk,
Clothing,Material,羊毛的,wool,
Clothing,Material,棉布的,cotton,
Clothing,Material,亚麻的,linen,
Clothing,Material,丝绒的,velvet,
Clothing,Material,雪纺的,chiffon,
Clothing,Material,蕾丝的,lace,
Clothing,Material,针织的,knitted,
Clothing,Material,皮草的,fur,
Clothing,Material,人造皮革的,faux leather,
Clothing,Material,聚酯纤维的,polyester,
Clothing,Material,尼龙的,nylon,
Clothing,Material,真丝的,real silk,
Clothing,Material,羊绒的,cashmere,
Clothing,Material,天鹅绒的,velour,
Clothing,Material,府绸的,taffeta,
Clothing,Material,乔其纱的,georgette,
Clothing,Material,缎的,satin,
Clothing,Material,褶皱的,crinkled,
Clothing,Material,提花的,jacquard,
Clothing,Material,灯芯绒的,corduroy,
Clothing,Material,丝光棉的,mercerized cotton,
Clothing,Material,法兰绒的,flannel,
Clothing,Material,磨毛的,brushed,
Clothing,Material,防水的,waterproof,
Clothing,Material,透气的,breathable,
Clothing,Material,棉绸的,cotton voile,
Clothing,Material,斜纹棉布的,twill,
Clothing,Material,苎麻的,ramie,
Clothing,Material,麻布的,burlap,
Clothing,Material,竹纤维的,bamboo fiber,
Clothing,Material,再生纤维的,recycled fiber,
Clothing,Material,有机棉的,organic cotton,
Clothing,Trim,褶边,frilled,
Clothing,Trim,中心褶花边,center_frills,
Clothing,Trim,起皱的(有褶的),crease,
Clothing,Trim,分层的,layered,
Clothing,Trim,蕾丝,lace,
Clothing,Trim,皮草饰边,fur_trim,
Clothing,Trim,毛边的,fur-trimmed,
Clothing,Trim,材质增强,fine_fabric_emphasis,
Clothing,Trim,乳胶材质的长筒袜,latex_thighhighs,
Clothing,Trim,透明的长筒袜,see-through_thighhighs,
Clothing,Trim,露出屁股的服饰,ass_cutout,
Clothing,Trim,不对称的服饰,asymmetrical_clothes,
Clothing,Trim,(服饰)打在背后的结,back_bow,
Clothing,Trim,服饰互换,costume_switch,
Clothing,Trim,交叉花边服饰,cross-laced_clothes,
Clothing,Trim,服饰上有两条平行条纹,double_vertical_stripe,
Clothing,Trim,吊带式的上身的服饰,halter_top,
Clothing,Trim,多色款腿部服饰,multicolored_legwear,
Clothing,Trim,海军蓝腿部服饰,navy_blue_legwear,
Clothing,Trim,改款过的日本服饰,nontraditional_miko,
Clothing,Trim,侧边开口的服饰,side_cutout,
Clothing,Trim,侧面有缝的服饰,side_slit,
Clothing,Trim,侧面没有布料的服饰,sideless_outfit,
Clothing,Trim,单边穿着过膝服饰,single_kneehigh,
Clothing,Trim,露出单边服饰上的垂直条纹,single_vertical_stripe,
Clothing,Trim,高领服饰,turtleneck,
Clothing,Trim,双层样式的服饰画法,two-sided_fabric,
Clothing,Trim,带O型环的衣物,o-ring,
Clothing,Trim,带O型环的上衣,o-ring_top,
Clothing,Trim,须边(围巾末端),fringe_trim,
Clothing,Trim,松散的带子(衣物),loose_belt,
Clothing,Trim,小绒球(衣物挂件),pom_pom_(clothes),
Clothing,Trim,衣服的抽绳,drawstring,
Clothing,Trim,有整件衣物长的拉链,full-length_zipper,
Clothing,Trim,褶裥(衣物),gathers,
Clothing,Trim,缝在衣服上衬料,gusset,
Clothing,Trim,胸口的袋子,breast_pocket,
Clothing,Pattern,阿盖尔菱形花纹,argyle,
Clothing,Pattern,格子花纹,checkered,
Clothing,Pattern,多彩条纹,colored_stripes,
Clothing,Pattern,斜条纹,diagonal_stripes,
Clothing,Pattern,水平条纹,horizontal_stripes,
Clothing,Pattern,多彩条纹,multicolored_stripes,
Clothing,Pattern,点装纹,polka_dot_,
Clothing,Pattern,棱纹,ribbed,
Clothing,Pattern,横条纹,striped,
Clothing,Pattern,连续重复花纹,unmoving_pattern,
Clothing,Pattern,竖条纹,vertical_stripes,
Clothing,Pattern,格子呢图案,plaid,
Clothing,Pattern,动物印花,animal_print,
Clothing,Pattern,猫咪印花,cat_print,
Clothing,Pattern,熊印花,bear_print,
Clothing,Pattern,鸟印花,bird_print,
Clothing,Pattern,兔子印花,bunny_print,
Clothing,Pattern,奶牛印花,cow_print,
Clothing,Pattern,龙印花,dragon_print,
Clothing,Pattern,鱼印花,fish_print,
Clothing,Pattern,青蛙印花,frog_print,
Clothing,Pattern,鲨鱼印花,shark_print,
Clothing,Pattern,蛇纹,snake_print,
Clothing,Pattern,斑马印花,zebra_print,
Clothing,Pattern,虎纹,tiger_print,
Clothing,Pattern,豹纹,leopard_print,
Clothing,Pattern,美洲豹印花,jaguar_print,
Clothing,Pattern,蝙蝠印花,bat_print,
Clothing,Pattern,土狼印花,aardwolf_print,
Clothing,Pattern,非洲野狗印花,african_wild_dog_print,
Clothing,Pattern,猎豹印花,cheetah_print,
Clothing,Pattern,狗印花,dog_print,
Clothing,Pattern,狐狸印花,fox_print,
Clothing,Pattern,长颈鹿印花,giraffe_print,
Clothing,Pattern,熊猫印花,panda_print,
Clothing,Pattern,沙猫印花,sand_cat_print,
Clothing,Pattern,鲸鱼印花,whale_print,
Clothing,Pattern,白虎纹,white_tiger_print,
Clothing,Pattern,金鱼印花,goldfish_print,
Clothing,Pattern,翼印,wing_print,
Clothing,Pattern,蛛网纹,spider_web_print,
Clothing,Pattern,蝴蝶印花,butterfly_print,
Clothing,Pattern,碎花,floral_print,
Clothing,Pattern,叶印花,leaf_print,
Clothing,Pattern,三叶草印花,clover_print,
Clothing,Pattern,枫叶印花,maple_leaf_print,
Clothing,Pattern,玫瑰印花,rose_print,
Clothing,Pattern,草莓印花,strawberry_print,
Clothing,Pattern,樱桃印花,cherry_print,
Clothing,Pattern,竹印花,bamboo_print,
Clothing,Pattern,胡萝卜印花,carrot_print,
Clothing,Pattern,芙蓉印花,hibiscus_print,
Clothing,Pattern,南瓜灯印花,jack-o-lantern_print,
Clothing,Pattern,花瓣印花,petal_print,
Clothing,Pattern,向日葵印花,sunflower_print,
Clothing,Pattern,西瓜印花,watermelon_print,
Clothing,Pattern,天空印花,sky_print,
Clothing,Pattern,云印花,cloud_print,
Clothing,Pattern,闪电印花,lightning_bolt_print,
Clothing,Pattern,彩虹印花,rainbow_print,
Clothing,Pattern,雪花印花,snowflake_print,
Clothing,Pattern,星空印花,starry_sky_print,
Clothing,Pattern,新月印花,crescent_print,
Clothing,Pattern,星形印花,star_print,
Clothing,Pattern,星形符号,star_(symbol),
Clothing,Pattern,月亮印花,moon_print,
Clothing,Pattern,太阳印花,sun_print,
Clothing,Pattern,字符印花,character_print,
Clothing,Pattern,衣服上的字,clothes_writing_,
Clothing,Pattern,锚印花,anchor_print,
Clothing,Pattern,樱花印花,cherry_blossom_print,
Clothing,Pattern,音符印花,musical_note_print,
Clothing,Pattern,三角印花,triangle_print,
Clothing,Pattern,箭头打印,arrow_print,
Clothing,Pattern,波浪纹,wave_print,
Clothing,Pattern,☮(东方仗助衣服上有),peace_symbol,
Clothing,Pattern,心形图案,heart_print,
Clothing,Pattern,火焰印花,flame_print,
Clothing,Pattern,鬼火印花,hitodama_print,
Clothing,Pattern,爪印花,paw_print,
Clothing,Pattern,骨架印花,skeleton_print,
Clothing,Pattern,骷髅头印花,skull_print,
Clothing,Pattern,闪闪发光的印花,sparkle_print,
Clothing,Pattern,阴阳印花,yin_yang_print,
Clothing,Pattern,十字架元素图案,cross_print,
Clothing,Pattern,迷彩,camoflage,
Clothing,Pattern,旗帜印花,flag_print,
Clothing,Pattern,骨印花,bone_print,
Clothing,Pattern,幽灵印画,ghost_print,
Clothing,Pattern,蘑菇印花,mushroom_print,
Clothing,Pattern,饭团打印,onigiri_print,
Clothing,Pattern,猫耳造型,cat_ear,
Clothing,Pattern,猫耳造型镂空,cat_ear_cutout,
Clothing,Shoes,赤脚,barefoot,
Clothing,Shoes,没有鞋子,no_shoes,
Clothing,Shoes,脱下的鞋子,shoes_removed,
Clothing,Shoes,单鞋,single_shoe,
Clothing,Shoes,单鞋,the_only_shoe,
Clothing,Shoes,乐福鞋(小皮鞋),black_loafers,
Clothing,Shoes,运动鞋,shoes,
Clothing,Shoes,室内鞋,uwabaki,
Clothing,Shoes,厚底鞋,platform_footwear,
Clothing,Shoes,高跟鞋,high_heels,
Clothing,Shoes,细跟高跟鞋,stiletto_heels,
Clothing,Shoes,带束带的高跟鞋,strappy_heels,
Clothing,Shoes,厚底高跟鞋,platform_heels_,
Clothing,Shoes,舰C舰娘专用鞋,rudder_footwear,
Clothing,Shoes,凉鞋,sandals,
Clothing,Shoes,裸足凉鞋,barefoot_sandals,
Clothing,Shoes,木屐凉鞋,clog_sandals,
Clothing,Shoes,木屐,geta,
Clothing,Shoes,拖鞋,slippers,
Clothing,Shoes,溜冰鞋,skates,
Clothing,Shoes,旱冰鞋,roller_skates,
Clothing,Shoes,动物脚,animal_feet,
Clothing,Shoes,动物拖鞋,animal_slippers,
Clothing,Shoes,脚环,anklet,
Clothing,Shoes,镣铐,shackles,
Clothing,Shoes,棕色鞋类,brown_footwear,
Clothing,Shoes,交叉系带鞋,cross-laced_footwear,
Clothing,Shoes,乐福鞋,loafers,
Clothing,Shoes,珍妮鞋,mary_janes,
Clothing,Shoes,双色鞋子,mismatched_footwear,
Clothing,Shoes,尖头鞋,pointy_footwear,
Clothing,Shoes,低胸装高跟鞋打扮,pumps,
Clothing,Shoes,脱下凉鞋,sandals_removed,
Clothing,Shoes,鞋底,shoe_soles,
Clothing,Shoes,鞋带,shoelaces,
Clothing,Shoes,运动鞋,sneakers,
Clothing,Shoes,带翅膀的鞋子,winged_footwear,
Clothing,Shoes,日式草鞋,zouri,
Clothing,Shoes,靴子,boots,
Clothing,Shoes,脱下的靴子,boots_removed,
Clothing,Shoes,大腿靴,thigh_boots,
Clothing,Shoes,及膝靴(马靴),knee_boots,
Clothing,Shoes,系带靴,cross-laced_footwear,
Clothing,Shoes,踝靴,ankle_boots,
Clothing,Shoes,高跟靴,high_heel_boots,
Clothing,Shoes,露趾靴,toeless_boots,
Clothing,Shoes,系带靴,lace-up_boots,
Clothing,Shoes,毛边靴子,fur-trimmed_boots,
Clothing,Shoes,雪地靴,snow_boots,
Clothing,Shoes,脚链,anklet,
Clothing,Shoes,胶靴,rubber_boots,
Clothing,Shoes,圣诞靴,santa_boots,
Clothing,Shoes,皮靴,leather_boots,
Clothing,Shoes,靴子下的长筒袜,thighhighs_under_boots,
Clothing,Shoes,作战靴,combat_boots,
Clothing,Shoes,马丁靴,doc_martens,
Clothing,Shoes,雨靴,rain_boots,
Clothing,Shoes,皮带靴,belt_boots,
Clothing,Shoes,矮跟休闲皮草靴,fur_boots,
Clothing,Shoes,一只脚没穿靴子,single_boot,
Clothing,Shoes,鞋底,shoe_soles,
Clothing,Shoes,拱形鞋底,arched_soles,
Clothing,Shoes,爪印鞋底,paw_print_soles,
Clothing,Shoes,马蹄铁,horseshoe,
Clothing,Neck,水手领,sailor_collar,
Clothing,Neck,毛皮衣领,fur_collar,
Clothing,Neck,花边衣领,frilled_collar,
Clothing,Neck,竖起来的衣领,popped_collar,
Clothing,Neck,颈部饰品,choker,
Clothing,Neck,黑色颈圈,black_choker,
Clothing,Neck,皮带颈环,belt_collar,
Clothing,Neck,褶边项链,frilled_choker,
Clothing,Neck,领巾,neckerchief,
Clothing,Neck,红领巾,red_neckerchief,
Clothing,Neck,领带,necktie,
Clothing,Neck,短领带,short_necktie,
Clothing,Neck,白色领带,white_necktie,
Clothing,Neck,蝴蝶结领带,bowtie,
Clothing,Neck,挂在脖子上的耳机,headphones_around_neck,
Clothing,Neck,脖子上护目镜,goggles_around_neck,
Clothing,Neck,颈铃,neck_bell,
Clothing,Neck,领口,neck_ruff,
Clothing,Neck,V领,v-neck,
Clothing,Neck,脖子上的毛巾,towel_around_neck,
Clothing,Neck,宽松领带,loose_necktie,
Clothing,Neck,颈部纹身,neck_tattoo,
Clothing,Neck,领巾状宽领带,ascot,
Clothing,Neck,颈丝带,ribbon_choker,
Clothing,Neck,阴贴,maebari,
Clothing,Neck,乳贴,pasties,
Clothing,Neck,乳贴,latex,
Clothing,Neck,破烂衣服,torn_clothes,
Clothing,Neck,铁十字勋章,iron_cross,
Clothing,Neck,中国结,chinese_knot,
Clothing,Neck,十字架项链,cross_necklace,
Clothing,Neck,珠子项链,bead_necklace,
Clothing,Neck,珍珠项链,pearl_necklace,
Clothing,Neck,心形项链,heart_necklace,
Clothing,Neck,胡萝卜项链,carrot_necklace,
Clothing,Neck,锁链项链,chain_necklace,
Clothing,Neck,珠玉项链,magatama_necklace,
Clothing,Neck,牙项链,tooth_necklace,
Clothing,Neck,钥匙项链,key_necklace,
Clothing,Neck,锚项链,anchor_necklace,
Clothing,Neck,骷髅项链,skull_necklace,
Clothing,Neck,贝壳项链,shell_necklace,
Clothing,Neck,金项链,gold_necklace,
Clothing,Neck,新月项链,crescent_necklace,
Clothing,Neck,戒指项链,ring_necklace,
Clothing,Neck,羽毛项链,feather_necklace,
Clothing,Neck,骨项链,bone_necklace,
Clothing,Neck,十字项链,ankh_necklace,
Clothing,Neck,多条项链,multiple_necklaces,
Clothing,Neck,子弹项链,bullet_necklace,
Clothing,Neck,拿着项链,holding_necklace,
Clothing,Neck,项链被移除,necklace_removed,
Clothing,Neck,棕色领饰,brown_neckwear,
Clothing,Neck,格子领口,checkered_neckwear,
Clothing,Neck,斜纹领结,diagonal-striped_neckwear,
Clothing,Neck,绕颈系带,halterneck,
Clothing,Neck,脖子上有痣,mole_on_neck,
Clothing,Neck,脖子,neck,
Clothing,Neck,颈部系着缎带,neck_ribbon,
Clothing,Neck,颈环,neck_ring,
Clothing,Neck,项链,necklace,
Clothing,Neck,格子呢领子,plaid_neckwear,
Clothing,Neck,深领,plunging_neckline,
Clothing,Neck,印花领带,print_neckwear,
Clothing,Neck,无袖高领毛衣,sleeveless_turtleneck,
Clothing,Neck,星形项链,star_necklace,
Clothing,Neck,条纹领子,striped_neckwear,
Clothing,Neck,高领毛衣,turtleneck_sweater,
Clothing,Neck,解开领带,undone_necktie,
Clothing,Neck,脖子上挂着口哨,whistle_around_neck,
Clothing,Neck,格子围巾,plaid_scarf,
Clothing,Neck,条纹围巾,striped_scarf,
